year,month,global_average_sea_level_change,global_average_sea_level_change_upper,global_average_sea_level_change_lower,glac_mean,glac_upper,glac_lower,GrIS_mean,GrIS_upper,GrIS_lower,AIS_mean,AIS_upper,AIS_lower,tws_mean,tws_upper,tws_lower,global_average_thermosteric_sea_level_change,global_average_thermosteric_sea_level_change_upper,global_average_thermosteric_sea_level_change_lower,sum_of_contrib_processes_mean,sum_of_contrib_processes_upper,sum_of_contrib_processes_lower
1901,1,-160.36161193847656,-129.10271835327148,-190.96756896972656,-74.76862106323243,-58.70999927520753,-89.86999855041503,-45.770420455932616,-35.71999855041504,-56.00250072479249,-8.968308544158935,-3.13499995470047,-15.2,14.484365272521973,23.465000724792482,5.4625,-46.687656211853025,-36.907121658325195,-55.817392349243164,-161.73322372436525,-137.23928222656247,-185.68776016235353
1901,2,-154.183041016234,-124.12852102538466,-183.6097814390027,-71.88786161954029,-56.447962307745215,-86.4073982864653,-44.006932389746694,-34.3437430880366,-53.8447809415577,-8.62276867509165,-3.0142115731969503,-14.614359353944899,13.926297309633956,22.560917949519393,5.252035392823948,-44.88882797851697,-35.48512754174521,-53.66680460473515,-155.50180598551577,-131.95159131160835,-178.53339833169525
1901,3,-151.92152709960936,-122.3078384399414,-180.91664428710936,-70.83343048095705,-55.6199993133545,-85.13999862670899,-43.36145095825195,-33.83999862670898,-53.05500068664551,-8.496292304992675,-2.9699999570846556,-14.4,13.72203025817871,22.230000686645507,5.175,-44.23041114807129,-34.96464157104492,-52.879634857177734,-153.2209487915039,-130.01616210937496,-175.9147201538086
1901,4,-154.183041016234,-124.12852102538466,-183.6097814390027,-71.88786161954029,-56.44796230774522,-86.4073982864653,-44.006932389746694,-34.3437430880366,-53.8447809415577,-8.62276867509165,-3.0142115731969503,-14.614359353944899,13.926297309633956,22.560917949519396,5.252035392823948,-44.88882797851697,-35.48512754174521,-53.66680460473515,-155.5018059855158,-131.95159131160835,-178.53339833169525
1901,5,-160.36161193847656,-129.10271835327148,-190.96756896972656,-74.76862106323243,-58.70999927520753,-89.86999855041503,-45.770420455932616,-35.71999855041504,-56.00250072479249,-8.968308544158935,-3.13499995470047,-15.2,14.484365272521973,23.465000724792482,5.4625,-46.687656211853025,-36.907121658325195,-55.817392349243164,-161.73322372436525,-137.23928222656247,-185.68776016235353
1901,6,-168.80169677734375,-135.89759826660156,-201.01849365234375,-78.70381164550783,-61.799999237060554,-94.5999984741211,-48.17938995361328,-37.599998474121094,-58.95000076293946,-9.440324783325195,-3.299999952316284,-16.0,15.246700286865234,24.700000762939453,5.75,-49.144901275634766,-38.84960174560547,-58.755149841308594,-170.24549865722656,-144.46240234374997,-195.46080017089844
1901,7,-177.24178161621094,-142.69247817993164,-211.06941833496094,-82.63900222778322,-64.88999919891359,-99.32999839782715,-50.58835945129395,-39.479998397827146,-61.89750080108643,-9.912341022491455,-3.4649999499320985,-16.8,16.009035301208495,25.935000801086424,6.0375,-51.60214633941651,-40.79208183288574,-61.69290733337402,-178.75777359008788,-151.68552246093748,-205.23384017944335
1901,8,-183.4203525384535,-147.66667550781847,-218.4272058656848,-85.51976167147537,-67.1520361663759,-102.79259866177689,-52.35184751747987,-40.85625386020559,-64.05522058432123,-10.25788089155874,-3.585788331435618,-17.3856406460551,16.567103264096513,26.83908357635951,6.247964607176052,-53.40097457275256,-42.21407594946573,-63.84349507788204,-184.98919132893732,-156.9732133758916,-212.38820201010162
1901,9,-185.68186645507814,-149.48735809326172,-221.12034301757814,-86.5741928100586,-67.9799991607666,-104.0599983215332,-52.99732894897461,-41.359998321533205,-64.84500083923339,-10.384357261657716,-3.6299999475479128,-17.6,16.771370315551756,27.1700008392334,6.325,-54.05939140319824,-42.734561920166016,-64.63066482543945,-187.27004852294922,-158.90864257812498,-215.0068801879883
1901,10,-183.4203525384535,-147.66667550781847,-218.4272058656848,-85.51976167147537,-67.1520361663759,-102.79259866177689,-52.35184751747987,-40.85625386020559,-64.05522058432123,-10.25788089155874,-3.585788331435618,-17.3856406460551,16.567103264096513,26.839083576359513,6.247964607176052,-53.40097457275256,-42.21407594946573,-63.84349507788204,-184.98919132893735,-156.9732133758916,-212.38820201010162
1901,11,-177.24178161621094,-142.69247817993164,-211.06941833496094,-82.63900222778322,-64.88999919891359,-99.32999839782715,-50.58835945129395,-39.479998397827146,-61.89750080108643,-9.912341022491455,-3.4649999499320985,-16.8,16.009035301208495,25.935000801086424,6.0375,-51.60214633941651,-40.79208183288574,-61.69290733337402,-178.75777359008788,-151.68552246093748,-205.23384017944335
1901,12,-168.80169677734375,-135.89759826660156,-201.01849365234375,-78.70381164550783,-61.799999237060554,-94.5999984741211,-48.17938995361328,-37.599998474121094,-58.95000076293946,-9.440324783325195,-3.299999952316284,-16.0,15.246700286865234,24.700000762939453,5.75,-49.144901275634766,-38.84960174560547,-58.755149841308594,-170.24549865722656,-144.46240234374997,-195.46080017089844
1902,1,-171.37049942016603,-140.80311584472656,-201.47039184570312,-73.95146102905274,-58.14000072479247,-88.825,-45.46861324310303,-35.57750072479248,-55.71750144958496,-8.916325521469116,-3.13499995470047,-15.10499963760376,15.742269802093507,24.79500036239624,6.79250009059906,-47.38368167877197,-37.894386863708505,-56.19727058410645,-160.00070877075197,-135.65211715698243,-183.7013069152832
1902,2,-164.76776718363894,-135.37811402039256,-193.70794115876285,-71.10218593604134,-55.899925225706184,-85.4026624746155,-43.716753503963524,-34.20673555969424,-53.570762400538186,-8.572788505756566,-3.0142115731969503,-14.523019259549264,15.135736048325626,23.839674044556094,6.5307919234024965,-45.558036287270305,-36.43435441602928,-54.03204651493477,-153.83604308300346,-130.4255781089194,-176.62348112166262
1902,3,-162.3509994506836,-133.39242553710938,-190.86668701171874,-70.05927886962891,-55.0800006866455,-84.15,-43.07552833557129,-33.705000686645505,-52.78500137329102,-8.447045230865479,-2.9699999570846556,-14.309999656677245,14.913729286193847,23.490000343322755,6.435000085830689,-44.88980369567871,-35.89994544982911,-53.23951950073242,-151.57961883544925,-128.51253204345704,-174.0328170776367
1902,4,-164.76776718363894,-135.37811402039256,-193.70794115876285,-71.10218593604134,-55.899925225706184,-85.4026624746155,-43.716753503963524,-34.20673555969424,-53.570762400538186,-8.572788505756566,-3.0142115731969503,-14.523019259549264,15.135736048325628,23.839674044556094,6.5307919234024965,-45.558036287270305,-36.43435441602928,-54.03204651493477,-153.83604308300346,-130.4255781089194,-176.62348112166262
1902,5,-171.37049942016603,-140.80311584472656,-201.47039184570312,-73.95146102905274,-58.14000072479247,-88.825,-45.46861324310303,-35.57750072479248,-55.71750144958496,-8.916325521469116,-3.13499995470047,-15.10499963760376,15.742269802093507,24.79500036239624,6.79250009059906,-47.38368167877197,-37.894386863708505,-56.19727058410645,-160.00070877075197,-135.65211715698243,-183.7013069152832
1902,6,-180.38999938964844,-148.21380615234375,-212.0740966796875,-77.84364318847656,-61.200000762939446,-93.5,-47.861698150634766,-37.45000076293945,-58.650001525878906,-9.385605812072754,-3.299999952316284,-15.899999618530273,16.570810317993164,26.100000381469727,7.150000095367432,-49.877559661865234,-39.8888282775879,-59.15502166748047,-168.42179870605472,-142.7917022705078,-193.3697967529297
1902,7,-189.40949935913085,-155.62449645996094,-222.67780151367188,-81.73582534790039,-64.26000080108642,-98.175,-50.2547830581665,-39.32250080108643,-61.582501602172854,-9.854886102676392,-3.4649999499320985,-16.694999599456786,17.39935083389282,27.405000400543212,7.507500100135803,-52.3714376449585,-41.88326969146729,-62.11277275085449,-176.84288864135746,-149.9312873840332,-203.03828659057618
1902,8,-196.01223159565794,-161.04949828429494,-230.44025220061215,-84.58510044091179,-66.50007630017271,-101.5973375253845,-52.00664279730601,-40.69326596618467,-63.72924065121963,-10.198423118388941,-3.585788331435618,-17.276979977511285,18.005884587660702,28.36032671838336,7.769208267332367,-54.197083036460164,-43.343302139146516,-64.27799682002617,-183.00755432910597,-155.15782643209621,-210.11611238419675
1902,9,-198.4289993286133,-163.03518676757812,-233.28150634765626,-85.62800750732421,-67.32000083923339,-102.85,-52.64786796569824,-41.1950008392334,-64.5150016784668,-10.324166393280029,-3.6299999475479128,-17.4899995803833,18.22789134979248,28.710000419616698,7.8650001049041744,-54.86531562805176,-43.877711105346684,-65.07052383422851,-185.26397857666018,-157.07087249755858,-212.70677642822267
1902,10,-196.01223159565794,-161.04949828429494,-230.44025220061215,-84.58510044091179,-66.50007630017271,-101.5973375253845,-52.00664279730601,-40.69326596618467,-63.72924065121963,-10.198423118388941,-3.585788331435618,-17.276979977511285,18.005884587660702,28.36032671838336,7.769208267332367,-54.197083036460164,-43.343302139146516,-64.27799682002617,-183.00755432910597,-155.15782643209621,-210.11611238419675
1902,11,-189.40949935913085,-155.62449645996094,-222.67780151367188,-81.73582534790039,-64.26000080108642,-98.175,-50.2547830581665,-39.32250080108643,-61.582501602172854,-9.854886102676392,-3.4649999499320985,-16.694999599456786,17.39935083389282,27.405000400543212,7.507500100135803,-52.3714376449585,-41.88326969146729,-62.11277275085449,-176.84288864135746,-149.9312873840332,-203.03828659057618
1902,12,-180.38999938964844,-148.21380615234375,-212.0740966796875,-77.84364318847656,-61.200000762939446,-93.5,-47.861698150634766,-37.45000076293945,-58.650001525878906,-9.385605812072754,-3.299999952316284,-15.899999618530273,16.570810317993164,26.100000381469727,7.150000095367432,-49.877559661865234,-39.8888282775879,-59.15502166748047,-168.42179870605472,-142.7917022705078,-193.3697967529297
1903,1,-161.75441665649413,-131.98397140502928,-192.5627212524414,-73.40848274230957,-57.52249927520752,-88.20749855041504,-45.08087100982666,-35.102500724792485,-55.29000072479247,-8.865238523483274,-3.13499995470047,-15.01000018119812,15.793075942993168,24.79500036239624,6.79250009059906,-48.5455602645874,-38.77506771087646,-57.9357578277588,-160.1297218322754,-136.06450958251955,-183.53040084838867
1903,2,-155.52218237537733,-126.89876230749246,-185.14347411557245,-70.58012805420884,-55.30621548321827,-84.80895273212757,-43.34395058726603,-33.75003682988346,-53.159732846841514,-8.523669838198714,-3.0142115731969503,-14.431680036237326,15.184584679937128,23.839674044556094,6.5307919234024965,-46.67514886482031,-37.2811035197562,-55.703551601183754,-153.9600854015861,-130.82208147086973,-176.45915989288852
1903,3,-153.24102630615235,-125.03744659423825,-182.42784118652344,-69.54487838745118,-54.49499931335449,-83.56499862670898,-42.70819358825683,-33.255000686645516,-52.3800006866455,-8.398647022247312,-2.9699999570846556,-14.220000171661377,14.961861419677739,23.490000343322755,6.435000085830689,-45.990530776977536,-36.73427467346191,-54.88650741577149,-151.70184173583988,-128.90321960449222,-173.87090606689452
1903,4,-155.52218237537733,-126.89876230749246,-185.14347411557245,-70.58012805420884,-55.30621548321827,-84.80895273212757,-43.34395058726603,-33.75003682988346,-53.15973284684152,-8.523669838198714,-3.0142115731969503,-14.431680036237326,15.184584679937128,23.839674044556094,6.5307919234024965,-46.67514886482031,-37.2811035197562,-55.703551601183754,-153.9600854015861,-130.82208147086973,-176.45915989288852
1903,5,-161.75441665649413,-131.98397140502928,-192.5627212524414,-73.40848274230957,-57.52249927520752,-88.20749855041504,-45.08087100982666,-35.102500724792485,-55.29000072479247,-8.865238523483274,-3.13499995470047,-15.01000018119812,15.793075942993168,24.79500036239624,6.79250009059906,-48.5455602645874,-38.77506771087646,-57.9357578277588,-160.1297218322754,-136.06450958251955,-183.53040084838867
1903,6,-170.26780700683594,-138.93049621582028,-202.69760131835938,-77.27208709716797,-60.54999923706055,-92.8499984741211,-47.453548431396484,-36.95000076293946,-58.200000762939446,-9.331830024719237,-3.299999952316284,-15.800000190734863,16.624290466308597,26.100000381469727,7.150000095367432,-51.100589752197266,-40.815860748291016,-60.9850082397461,-168.55760192871097,-143.2257995605469,-193.1898956298828
1903,7,-178.78119735717775,-145.8770210266113,-212.83248138427734,-81.13569145202636,-63.57749919891357,-97.49249839782715,-49.82622585296631,-38.797500801086436,-61.11000080108642,-9.798421525955199,-3.4649999499320985,-16.590000200271607,17.45550498962403,27.405000400543212,7.507500100135803,-53.65561923980713,-42.85665378570557,-64.03425865173341,-176.98548202514652,-150.38708953857426,-202.84939041137696
1903,8,-185.01343163829455,-150.9622301241481,-220.2517285211463,-83.9640461401271,-65.79378299090283,-100.89104421611462,-51.56314627552694,-40.14996469599546,-63.24026867903737,-10.139990211239759,-3.585788331435618,-17.1683203452324,18.063996252680067,28.36032671838336,7.769208267332367,-55.52603063957422,-44.35061797682583,-66.26646487830845,-183.15511845583583,-155.62951765022407,-209.9206313668771
1903,9,-187.29458770751953,-152.82354583740232,-222.9673614501953,-84.99929580688476,-66.6049991607666,-102.1349983215332,-52.198903274536136,-40.645000839233404,-64.0200008392334,-10.265013027191161,-3.6299999475479128,-17.38000020980835,18.286719512939456,28.710000419616698,7.8650001049041744,-56.210648727416995,-44.89744682312012,-67.0835090637207,-185.41336212158205,-157.54837951660159,-212.5088851928711
1903,10,-185.01343163829455,-150.9622301241481,-220.2517285211463,-83.9640461401271,-65.79378299090283,-100.89104421611462,-51.56314627552694,-40.14996469599546,-63.24026867903738,-10.139990211239759,-3.585788331435618,-17.1683203452324,18.063996252680067,28.36032671838336,7.769208267332367,-55.52603063957422,-44.35061797682583,-66.26646487830845,-183.15511845583583,-155.62951765022407,-209.9206313668771
1903,11,-178.78119735717775,-145.8770210266113,-212.83248138427734,-81.13569145202636,-63.57749919891357,-97.49249839782715,-49.82622585296631,-38.797500801086436,-61.11000080108642,-9.798421525955199,-3.4649999499320985,-16.590000200271607,17.45550498962403,27.405000400543212,7.507500100135803,-53.65561923980713,-42.85665378570557,-64.03425865173341,-176.98548202514652,-150.38708953857426,-202.84939041137696
1903,12,-170.26780700683594,-138.93049621582028,-202.69760131835938,-77.27208709716797,-60.54999923706055,-92.8499984741211,-47.453548431396484,-36.95000076293946,-58.200000762939446,-9.331830024719237,-3.299999952316284,-15.800000190734863,16.624290466308597,26.100000381469727,7.150000095367432,-51.100589752197266,-40.815860748291016,-60.9850082397461,-168.55760192871097,-143.2257995605469,-193.1898956298828
1904,1,-160.28408813476565,-130.57759857177734,-190.1586570739746,-72.60920333862306,-56.80999927520752,-87.21000289916992,-44.29523220062256,-35.530001449584965,-53.39000072479248,-8.81375379562378,-3.13499995470047,-14.86749963760376,15.4156982421875,24.41500072479248,6.36499981880188,-49.62817192077637,-39.31028709411622,-59.45642318725585,-159.9537857055664,-135.61686325073242,-183.45658798217772
1904,2,-154.10850412637112,-125.54657559888922,-182.83203610148954,-69.81164407857192,-54.6211673885021,-83.84988958072668,-42.588581647784835,-34.16106638358012,-51.332937927598415,-8.474168764897485,-3.0142115731969503,-14.294669894643874,14.821746960743738,23.47431540914095,6.119762805247687,-47.716048587472606,-37.79570144079979,-57.16562726044598,-153.79092791612115,-130.39168250006628,-176.38819096185225
1904,3,-151.84808349609378,-123.70509338378906,-180.15030670166016,-68.7876663208008,-53.819999313354494,-82.62000274658203,-41.963904190063474,-33.660001373291024,-50.580000686645505,-8.34987201690674,-2.9699999570846556,-14.084999656677246,14.604345703125,23.13000068664551,6.029999828338623,-47.01616287231445,-37.241324615478526,-56.327137756347646,-151.5351654052734,-128.47913360595703,-173.8009780883789
1904,4,-154.10850412637112,-125.54657559888922,-182.83203610148954,-69.81164407857192,-54.6211673885021,-83.84988958072668,-42.588581647784835,-34.16106638358012,-51.332937927598415,-8.474168764897485,-3.0142115731969503,-14.294669894643874,14.821746960743738,23.47431540914095,6.119762805247687,-47.716048587472606,-37.79570144079979,-57.16562726044598,-153.79092791612118,-130.39168250006628,-176.38819096185227
1904,5,-160.28408813476565,-130.57759857177734,-190.1586570739746,-72.60920333862306,-56.80999927520752,-87.21000289916992,-44.29523220062256,-35.530001449584965,-53.39000072479248,-8.81375379562378,-3.13499995470047,-14.86749963760376,15.4156982421875,24.41500072479248,6.36499981880188,-49.62817192077637,-39.31028709411622,-59.45642318725585,-159.9537857055664,-135.61686325073242,-183.45658798217772
1904,6,-168.72009277343753,-137.45010375976562,-200.16700744628906,-76.43074035644533,-59.79999923706055,-91.80000305175781,-46.62656021118164,-37.40000152587891,-56.20000076293945,-9.277635574340822,-3.299999952316284,-15.649999618530273,16.22705078125,25.700000762939453,6.699999809265137,-52.24018096923828,-41.37924957275391,-62.585708618164055,-168.37240600585935,-142.7545928955078,-193.11219787597656
1904,7,-177.1560974121094,-144.3226089477539,-210.17535781860352,-80.25227737426759,-62.78999919891358,-96.3900032043457,-48.957888221740724,-39.27000160217286,-59.01000080108643,-9.741517353057864,-3.4649999499320985,-16.432499599456786,17.0384033203125,26.985000801086425,7.034999799728394,-54.852190017700195,-43.44821205139161,-65.71499404907226,-176.7910263061523,-149.8923225402832,-202.7678077697754
1904,8,-183.33168142050394,-149.35363192064202,-217.5019787910886,-83.04983663431874,-64.97883108561899,-99.75011652278894,-50.664538774578446,-40.638936668177706,-61.06706359828049,-10.08110238378416,-3.585788331435618,-17.005329342416672,17.632354601756262,27.925686116737957,7.2802368132825865,-56.764313351003956,-44.96279770470804,-68.00578997588212,-182.95388409559752,-155.11750329094934,-209.83620479010085
1904,9,-185.59210205078128,-151.1951141357422,-220.18370819091797,-84.07381439208986,-65.77999916076661,-100.9800033569336,-51.28921623229981,-41.1400016784668,-61.8200008392334,-10.205399131774904,-3.6299999475479128,-17.2149995803833,17.849755859375,28.270000839233397,7.369999790191651,-57.46419906616211,-45.5171745300293,-68.84427947998046,-185.2096466064453,-157.0300521850586,-212.4234176635742
1904,10,-183.33168142050394,-149.35363192064202,-217.5019787910886,-83.04983663431874,-64.97883108561899,-99.75011652278894,-50.664538774578446,-40.638936668177706,-61.06706359828049,-10.08110238378416,-3.585788331435618,-17.005329342416672,17.632354601756262,27.925686116737957,7.2802368132825865,-56.764313351003956,-44.96279770470804,-68.00578997588212,-182.95388409559754,-155.11750329094934,-209.83620479010088
1904,11,-177.1560974121094,-144.3226089477539,-210.17535781860352,-80.25227737426759,-62.78999919891358,-96.3900032043457,-48.957888221740724,-39.27000160217286,-59.01000080108643,-9.741517353057864,-3.4649999499320985,-16.432499599456786,17.0384033203125,26.985000801086425,7.034999799728394,-54.852190017700195,-43.44821205139161,-65.71499404907226,-176.7910263061523,-149.8923225402832,-202.7678077697754
1904,12,-168.72009277343753,-137.45010375976562,-200.16700744628906,-76.43074035644533,-59.79999923706055,-91.80000305175781,-46.62656021118164,-37.40000152587891,-56.20000076293945,-9.277635574340822,-3.299999952316284,-15.649999618530273,16.22705078125,25.700000762939453,6.699999809265137,-52.24018096923828,-41.37924957275391,-62.585708618164055,-168.37240600585935,-142.7545928955078,-193.11219787597656
1905,1,-152.9323295593262,-123.8339263916016,-182.52473678588868,-71.66334190368651,-55.90749855041504,-86.16499710083008,-44.09634914398193,-36.05250072479248,-52.34499855041504,-8.761960124969482,-3.13499995470047,-14.77250018119812,15.959486484527588,25.07999963760376,6.93500018119812,-50.37395801544189,-41.01829319000244,-58.91594181060792,-158.95912399291993,-135.48006591796872,-181.3637351989746
1905,2,-147.04000138262649,-119.06273029584386,-175.49224305086727,-68.90222572928239,-53.75343910499466,-82.8451468002073,-42.39736135441924,-34.66343428950501,-50.32819863141383,-8.424370652055261,-3.0142115731969503,-14.203330671331937,15.344583591402166,24.113692585575603,6.667801629454099,-48.43310029725005,-39.437899787116216,-56.645970085284944,-152.83458951452738,-130.26015583035115,-174.37597368233685
1905,3,-144.88325958251957,-117.31635131835941,-172.91817169189454,-67.89158706665037,-52.96499862670898,-81.62999725341797,-41.775488662719724,-34.15500068664551,-49.58999862670898,-8.300804328918456,-2.9699999570846556,-13.995000171661378,15.119513511657715,23.759999656677245,6.570000171661377,-47.72269706726074,-38.859435653686525,-55.815102767944346,-150.59285430908204,-128.34953613281246,-171.81827545166016
1905,4,-147.04000138262649,-119.06273029584386,-175.49224305086727,-68.90222572928239,-53.75343910499466,-82.8451468002073,-42.39736135441924,-34.66343428950501,-50.32819863141383,-8.424370652055261,-3.0142115731969503,-14.203330671331937,15.344583591402166,24.113692585575603,6.667801629454099,-48.43310029725006,-39.437899787116216,-56.645970085284944,-152.83458951452738,-130.26015583035115,-174.37597368233685
1905,5,-152.9323295593262,-123.8339263916016,-182.52473678588868,-71.66334190368651,-55.90749855041504,-86.16499710083008,-44.09634914398193,-36.05250072479248,-52.34499855041504,-8.761960124969482,-3.13499995470047,-14.77250018119812,15.959486484527588,25.07999963760376,6.93500018119812,-50.37395801544189,-41.01829319000244,-58.91594181060792,-158.95912399291993,-135.48006591796872,-181.3637351989746
1905,6,-160.98139953613284,-130.35150146484378,-192.1313018798828,-75.43509674072264,-58.849998474121094,-90.69999694824219,-46.41720962524414,-37.95000076293945,-55.099998474121094,-9.223115921020508,-3.299999952316284,-15.550000190734863,16.79945945739746,26.399999618530273,7.300000190734863,-53.02521896362305,-43.17715072631836,-62.01678085327149,-167.3253936767578,-142.61059570312497,-190.90919494628906
1905,7,-169.03046951293948,-136.86907653808598,-201.73786697387695,-79.20685157775877,-61.792498397827146,-95.2349967956543,-48.73807010650635,-39.847500801086426,-57.854998397827146,-9.684271717071534,-3.4649999499320985,-16.327500200271608,17.639432430267334,27.719999599456788,7.6650002002716064,-55.6764799118042,-45.33600826263428,-65.11761989593506,-175.6916633605957,-149.74112548828123,-200.45465469360352
1905,8,-174.9227976896392,-141.6402726338437,-208.77036070889835,-81.96796775216289,-63.946557843247525,-98.55484709627707,-50.43705789606904,-41.236567236373894,-59.87179831682836,-10.021861189985755,-3.585788331435618,-16.89666971013779,18.254335323392755,28.686306651484944,7.932198752015627,-57.61733762999604,-46.9164016655205,-67.38759162125803,-181.81619783898824,-154.9610355758988,-207.44241621024128
1905,9,-177.0795394897461,-143.38665161132815,-211.34443206787108,-82.97860641479491,-64.7349983215332,-99.7699966430664,-51.05893058776856,-41.7450008392334,-60.609998321533205,-10.14542751312256,-3.6299999475479128,-17.10500020980835,18.479405403137207,29.039999580383302,8.03000020980835,-58.327740859985354,-47.494865798950194,-68.21845893859864,-184.05793304443358,-156.87165527343748,-210.00011444091797
1905,10,-174.9227976896392,-141.6402726338437,-208.77036070889835,-81.96796775216289,-63.946557843247525,-98.55484709627707,-50.43705789606904,-41.236567236373894,-59.87179831682836,-10.021861189985755,-3.585788331435618,-16.89666971013779,18.254335323392755,28.686306651484944,7.932198752015627,-57.617337629996044,-46.9164016655205,-67.38759162125805,-181.81619783898824,-154.9610355758988,-207.44241621024128
1905,11,-169.03046951293948,-136.86907653808598,-201.73786697387695,-79.20685157775877,-61.792498397827146,-95.2349967956543,-48.73807010650635,-39.847500801086426,-57.854998397827146,-9.684271717071534,-3.4649999499320985,-16.327500200271608,17.639432430267334,27.719999599456788,7.6650002002716064,-55.6764799118042,-45.33600826263428,-65.11761989593506,-175.6916633605957,-149.74112548828123,-200.45465469360352
